DT ENTREGA;ABERTURA CH;CHAMADO ORACLE;OCORRÊNCIA;CONCESSIONÁRIA;CÓD.;CIDADE;UF;CTE CEVA;CIA;TRANSPORTADORA;NOTA FISCAL;VOLUME;RESSALVA; RETORNO DO PARCEIRO;AÇÃO SIT ;PRAZO FINAL;STATUS FINAL;STATUS DO CHAMADO ;VENCIMENTO;ACOMPANHAMENTO EXTRAVIO;OBSERVAÇÃO;TEMPO EM ABERTO;REGIÃO;Aging
02/01/2025;02/01/2026;260102-000019;EXTRAVIO ;GRAMARCA (VARZEA GRANDE);G22;VARZEA GRANDE;MT;679409;SCB01;CARVALIMA;13999904;7273109;SIM;05/01/2026 - NOTIFICAÇÃO A CARVALIMA;FINALIZADO COMO RESOLVIDO;09/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
02/01/2025;03/01/2026;260103-000015;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;679244;SCB01;CAMILO;13995573;7251861;SIM;05/01/2026 - NOTIFICAÇÃO A CAMILO;FINALIZADO COMO RESOLVIDO;09/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
05/01/2026;05/01/2026;260105-000155;EXTRAVIO ;AUTUS (AFONSO PENA);X44;UBERLANDIA;MG;680581;SCB01;OPERAÇÃO SOR;14012251;7275968;SIM;05/01/2026 - NOTIFICAÇÃO A XD MINAS;FINALIZADO COMO RESOLVIDO;12/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
23/12/2025;05/01/2026;260105-000086;EXTRAVIO ;CVC (VITORIA);L93;VITORIA;ES;678517;SCB01;CAMILO;13981178;7204477;SIM;05/01/2026 - NOTIFICAÇÃO A CAMILO;FINALIZADO COMO RESOLVIDO;12/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
06/11/2026;05/01/2026;260105-000310;EXTRAVIO ;GARCIA (MANAUS);J37;MANAUS;AM;661699;SCB01;NORTEX;13772641;6395442;SIM;08/01/2026 - NOTIFICAÇÃO A NORTEX;CARTA ENVIADA;12/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
29/12/2025;06/01/2026;260106-000031;EXTRAVIO ;PIANNA (LINHARES);J67;LINHARES;ES;229932;GRU01;CAMILO;1284269;2091603;SIM;09/01/2026 - NOTIFICAÇÃO A CAMILO;FINALIZADO COMO RESOLVIDO;13/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
29/12/2025;06/01/2026;260106-000030;EXTRAVIO ;PIANNA (LINHARES);J67;LINHARES;ES;229932;GRU01;CAMILO;1283835;2091602;SIM;09/01/2026 - NOTIFICAÇÃO A CAMILO;FINALIZADO COMO RESOLVIDO;13/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
07/01/2026;07/01/2026;260107-000266;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;680549;SCB01;CAMILO;14011881;7317061/7317064;SIM;09/01/2026 - NOTIFICAÇÃO A CAMILO;FINALIZADO COMO RESOLVIDO;14/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
26/12/2025;07/01/2026;260107-000176;EXTRAVIO ;GURIVEL (PIANNA SAO MATEUS);J97;SÃO MATEUS;ES;677770;SCB01;CAMILO;13976125;80209991;SIM;09/01/2026 - NOTIFICAÇÃO A CAMILO;FINALIZADO COMO RESOLVIDO;14/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
07/01/2026;08/01/2026;260108-000037;EXTRAVIO ;RIO NORTE (SANTAREM);S68;SANTAREM ;PA;230405;GRU01;CARVALIMA;1286516;23367;SIM;09/01/2026 - NOTIFICAÇÃO A CARVALIMA;CARTA ENVIADA;15/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
06/01/2026;08/01/2026;260108-000031;EXTRAVIO ;AMERICAS (BARRA);F34;RIO DE JANEIRO;RJ;680133;SCB01;XD DIADEMA;14009530;298414;SIM;09/01/2026 - NOTIFICAÇÃO A XD DDA;CARTA ENVIADA;15/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
12/01/2026;12/01/2026;260112-000334;EXTRAVIO ;PIANNA (LINHARES);J67;LINHARES;ES;679259;SCB01;OPERAÇÃO SOR;13995255;7255534;SIM;15/01/2026 - NOTIFICAÇÃO CAMILO;CARTA ENVIADA;19/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
21/11/2025;13/01/2026;260113-000351;EXTRAVIO ;VESSA (VILA VELHA);B15;VILA VELHA;ES;227674;GRU01;CAMILO;1274768;2017399;SIM;15/01/2026 - NOTIFICAÇÃO CAMILO;CARTA ENVIADA;20/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
12/12/2025;13/01/2026;260113-000341;EXTRAVIO ;VESSA (VILA VELHA);B15;VILA VELHA;ES;676130;SCB01;CAMILO;13958318;7130864;SIM;15/01/2026 - NOTIFICAÇÃO CAMILO;CARTA ENVIADA;20/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
29/12/2025;14/01/2026;260114-000034;EXTRAVIO ;GRAMARCA (MIGUEL SUTIL);G21;CUIABA ;MT;678874;SCB01;CARVALIMA;13984958 / 13986511;7220097 / 7226873;SIM;15/01/2026 - NOTIFICAÇÃO CARVALIMA;CARTA ENVIADA;21/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
30/12/2025;16/01/2026;260116-000155;EXTRAVIO ;AUTOMEC (INDAIATUBA);I80;INDAIATUBA;SP;679729;SCB01;ALFA;14004927;7296069;SIM;20/01/2026 - NOTIFICAÇÃO ALFA;CARTA ENVIADA;23/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
29/12/2025;17/01/2026;260117-000067;EXTRAVIO ;PERKAL (CAMPO GRANDE);P04;CAMPO GRANDE;MS;678885;SCB01;CARVALIMA;13991763;7246393;SIM;20/01/2026 - NOTIFICAÇÃO CARVALIMA;FINALIZADO COMO RESOLVIDO;23/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
19/01/2026;19/01/2026;260119-000179;EXTRAVIO ;JORLAN (BARAO H. DE MELO);J66;BELO HORIZONTE;MG;681807;SCB01;XD MINAS;14026239;80222976;SIM;20/01/2026 - NOTIFICAÇÃO XD MINAS;FINALIZADO COMO RESOLVIDO;26/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
30/12/2025;19/01/2026;260119-000300;EXTRAVIO ;GARCIA (MANAUS);J37;MANAUS;AM;670485;SCB01;NORTEX;13882875;6810168;SIM;20/01/2026 - NOTIFICAÇÃO NORTEX;CARTA ENVIADA;26/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
30/12/2025;19/01/2026;260119-000308;EXTRAVIO ;GARCIA (MANAUS);J37;MANAUS;AM;228526;GRU01;NORTEX;1277232;2033035.;SIM;20/01/2026 - NOTIFICAÇÃO NORTEX;CARTA ENVIADA;26/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
29/12/2025;20/01/2026;260120-000229;EXTRAVIO ;VEIBRAS;V43;SÃO JOSE DOS CAMPOS ;SP;679861;SCB01;XD DIADEMA;14004584;7292574;SIM;20/01/2026 - NOTIFICAÇÃO XD DDA;CARTA ENVIADA;27/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
20/01/2026;20/01/2026;260120-000368;EXTRAVIO ;WEST MOTORS (PIRACICABA);W25;PIRACICABA;SP;230933;GRU01;ALFA;1288687/1288686;2136996/2136997;SIM;23/01/2026 - NOTIFICAÇÃO ALFA;CARTA ENVIADA;27/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
20/01/2026;20/01/2026;260120-000322;EXTRAVIO ;JORLAN (BARAO H. DE MELO);J66;BELO HORIZONTE;MG;231060;GRU01;XD MINAS;1289189;2141767;SIM;23/01/2026 - NOTIFICAÇÃO XD MINAS;FINALIZADO COMO RESOLVIDO;27/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
21/01/2026;21/01/2026;260121-000228;EXTRAVIO ;JORLAN (BARAO H. DE MELO);J66;BELO HORIZONTE;MG;231152;GRU01;XD MINAS;1289650;2146391;SIM;23/01/2026 - NOTIFICAÇÃO XD MINAS;FINALIZADO COMO RESOLVIDO;28/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
07/01/2026;21/01/2026;260121-000126;EXTRAVIO ;GARCIA (MANAUS);J37;MANAUS;AM;675042;SCB01;NORTEX;13934325;7025450;SIM;23/01/2026 - NOTIFICAÇÃO NORTEX;CARTA ENVIADA;28/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
07/01/2026;21/01/2026;260121-000108;EXTRAVIO ;GARCIA (MANAUS);J37;MANAUS;AM;675042;SCB01;NORTEX;13930478;7013372;SIM;23/01/2026 - NOTIFICAÇÃO NORTEX;CARTA ENVIADA;28/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
21/01/2026;22/01/2026;260122-000154;EXTRAVIO ;LIDER (RECREIO);L45;RIO DE JANEIRO;RJ;681618;SCB01;CAMILO;14024951;7358562;SIM;23/01/2026 - NOTIFICAÇÃO CAMILO;FINALIZADO COMO RESOLVIDO;29/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
21/01/2026;22/01/2026;260122-000153;EXTRAVIO ;LIDER (RECREIO);L45;RIO DE JANEIRO;RJ;681618;SCB01;CAMILO;14025014;7358223;SIM;23/01/2026 - NOTIFICAÇÃO CAMILO;FINALIZADO COMO RESOLVIDO;29/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
21/01/2026;22/01/2026;260122-000150;EXTRAVIO ;LIDER (RECREIO);L45;RIO DE JANEIRO;RJ;681618;SCB01;CAMILO;14023301;7358146;SIM;23/01/2026 - NOTIFICAÇÃO CAMILO;FINALIZADO COMO RESOLVIDO;29/01/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
14/01/2026;23/01/2026;260123-000109;EXTRAVIO ;STEFANINI MOTORS VEICULOS E PECAS LTDA;W25;CAPIVARI;SP;681004;SCB01;ALFA;14016905;7328761;SIM;23/01/2026 - NOTIFICAÇÃO ALFA;CARTA ENVIADA;30/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
22/01/2026;23/01/2026;260123-000004;EXTRAVIO ;JORLAN (BARAO H. DE MELO);J66;BELO HORIZONTE;MG;682475;SCB01;OPERAÇÃO SOR;14039472;7411333;SIM;23/01/2026 - NOTIFICAÇÃO XD MINAS;CARTA ENVIADA;30/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
14/01/2026;23/01/2026;260123-000233;EXTRAVIO ;VELMAX (ITAPETININGA);V27;ITAPETINIGA;SP;681349;SCB01;XD DIADEMA;14021584;7341590;SIM;23/01/2026 - NOTIFICAÇÃO XD DDA;CARTA ENVIADA;30/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
21/01/2026;23/01/2026;260123-000315;EXTRAVIO ;ROQUEVILLE;R48;SÃO ROQUE;SP;682573;SCB01;XD DIADEMA;14041473 e 14041472;7408514;SIM;23/01/2026 - NOTIFICAÇÃO XD DDA;CARTA ENVIADA;30/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
22/01/2026;23/01/2026;260123-000347;EXTRAVIO ;CIVESA;C20;ARARAS ;SP;682235;SCB01;ALFA;14035429;7401295;SIM;23/01/2026 - NOTIFICAÇÃO ALFA;CARTA ENVIADA;30/01/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
22/01/2026;26/01/2026;260126-000176;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;681605;SCB01;CAMILO;14018289;7333033;SIM;26/01/2026 - NOTIFICAÇÃO DA CAMILO;FINALIZADO COMO RESOLVIDO;02/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
22/01/2026;26/01/2026;260126-000166;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;681605;SCB01;CAMILO;14018288;7333033;SIM;26/01/2026 - NOTIFICAÇÃO DA CAMILO;CARTA ENVIADA;02/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
22/01/2026;26/01/2026;260126-000163;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;681605;SCB01;CAMILO;14018284;7333033;SIM;26/01/2026 - NOTIFICAÇÃO DA CAMILO;CARTA ENVIADA;02/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
22/01/2026;26/01/2026;260126-000152;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;681605;SCB01;CAMILO;14024932;7358588;SIM;26/01/2026 - NOTIFICAÇÃO DA CAMILO;FINALIZADO COMO RESOLVIDO;02/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
22/01/2026;26/01/2026;260126-000143;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;681605;SCB01;CAMILO;14018041;7332231/7332232;SIM;26/01/2026 - NOTIFICAÇÃO DA CAMILO;CARTA ENVIADA;02/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
22/01/2026;26/01/2026;260126-000135;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;681605;SCB01;CAMILO;14018040;7332231/7332232;SIM;26/01/2026 - NOTIFICAÇÃO DA CAMILO;CARTA ENVIADA;02/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
22/01/2026;26/01/2026;260126-000098;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;681974;SCB01;CAMILO;202776/202778/202779;1550987949 /1552091011 /1552091503 ;SIM;26/01/2026 - NOTIFICAÇÃO DA CAMILO;FINALIZADO COMO RESOLVIDO;02/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
26/01/2026;26/01/2026;260126-000403;EXTRAVIO ;ABSOLUTA (DIREITOS HUMANOS);D97;SÃO PAULO;SP;683327;SCB01;XD DIADEMA;14050498;7453972;SIM;28/01/2026 - NOTIFICAÇÃO DA XD DDA;CARTA ENVIADA;02/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
27/01/2026;27/01/2026;260127-000041;EXTRAVIO ;GRANDE MINAS (PAMPULHA);F51;BELO HORIZONTE;MG;231549;GRU01;XD MINAS;1291025; 2158045,2158046,2158047;SIM;28/01/2026 - NOTIFICAÇÃO DA XD MINAS;CARTA ENVIADA;03/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
26/01/2026;27/01/2026;260127-000083;EXTRAVIO ;BRAGA VEICULOS ;B40;MANAUS;AM;675651;SCB01;NORTEX;13947202;7084080;SIM;28/01/2026 - NOTIFICAÇÃO DA NORTEX;FINALIZADO COMO RESOLVIDO;03/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
26/01/2026;27/01/2026;260127-000086;EXTRAVIO ;BRAGA VEICULOS ;B40;MANAUS;AM;679658;SCB01;NORTEX;13988803;7227157/7227158/7227160;SIM;28/01/2026 - NOTIFICAÇÃO DA NORTEX;CARTA ENVIADA;03/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
26/01/2026;27/01/2026;260127-000090;EXTRAVIO ;BRAGA VEICULOS ;B40;MANAUS;AM;679658;SCB01;NORTEX;13988804;7227256;SIM;28/01/2026 - NOTIFICAÇÃO DA NORTEX;CARTA ENVIADA;03/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
26/01/2026;27/01/2026;260127-000092;EXTRAVIO ;BRAGA VEICULOS ;B40;MANAUS;AM;679658;SCB01;NORTEX;13993474;7235616;SIM;28/01/2026 - NOTIFICAÇÃO DA NORTEX;FINALIZADO COMO RESOLVIDO;03/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
26/01/2026;27/01/2026;260127-000093;EXTRAVIO ;BRAGA VEICULOS ;B40;MANAUS;AM;679658;SCB01;NORTEX;13988805;7227699/7227722/0007227699;SIM;28/01/2026 - NOTIFICAÇÃO DA NORTEX;FINALIZADO COMO RESOLVIDO;03/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
05/01/2026;27/01/2026;260127-000227;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;679669;SCB01;XD DIADEMA;14002553;7286128;SIM;28/01/2026 - NOTIFICAÇÃO DA XD DDA;CARTA ENVIADA;03/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/01/2026;28/01/2026;260128-000098;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;682495;SCB01;CAMILO;14040707;7410408;SIM;28/01/2026 - NOTIFICAÇÃO DA CAMILO;CARTA ENVIADA;04/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
28/01/2026;28/01/2026;260128-000114;EXTRAVIO ;GRAMARCA (VARZEA GRANDE);G22;VARZEA GRANDE;MT;682892;SCB01;CARVALIMA;14046900;7437089;SIM;28/01/2026 - NOTIFICAÇÃO DA CARVALIMA;FINALIZADO COMO RESOLVIDO;04/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
26/01/2026;29/01/2026;260129-000170;EXTRAVIO ;GARCIA (MANAUS);J37;MANAUS;AM;679898;SCB01;NORTEX;13998406;7263169;SIM;30/01/2026 - NOTIFICAÇÃO DA NORTEX;FINALIZADO COMO RESOLVIDO;05/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
29/01/2026;29/01/2026;260129-000211;EXTRAVIO ;METRONORTE (SAO JOSE);X50;SÃO JOSE ;SC;231827;GRU01;OPERAÇÃO GRU;1292151;2168401;SIM;30/01/2026 - NOTIFICAÇÃO DA OPERAÇÃO GRU;CARTA ENVIADA;05/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sul;Dia a Dia
26/01/2026;29/01/2026;260129-000294;EXTRAVIO ;ASPEN (BARRA MANSA);B05;MACAE;RJ;680552;SCB01;CAMILO;14011810;7317823;SIM;30/01/2026 - NOTIFICAÇÃO DA CAMILO;CARTA ENVIADA;05/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
22/01/2026;30/01/2026;260130-000052;EXTRAVIO ;GARCIA (MANAUS);J37;MANAUS;AM;678392;SCB01;NORTEX;13978468;7193268;SIM;30/01/2026 - NOTIFICAÇÃO DA NORTEX;CARTA ENVIADA;06/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
22/01/2026;30/01/2026;260130-000055;EXTRAVIO ;GARCIA (MANAUS);J37;MANAUS;AM;678392;SCB01;NORTEX;13978470;7193268;SIM;30/01/2026 - NOTIFICAÇÃO DA NORTEX;CARTA ENVIADA;06/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
22/01/2026;30/01/2026;260130-000062;EXTRAVIO ;GARCIA (MANAUS);J37;MANAUS;AM;678392;SCB01;NORTEX;13968554;7165139;SIM;30/01/2026 - NOTIFICAÇÃO DA NORTEX;CARTA ENVIADA;06/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Norte;Dia a Dia
27/01/2026;30/01/2026;260130-000075;EXTRAVIO ;SABENAUTO (PORTO VELHO);U15;BRASILIA;DF;231385;GRU01;RIO VERMELHO;1290539;2154967;SIM;30/01/2026 - NOTIFICAÇÃO DA RIO VERMELHO;FINALIZADO COMO RESOLVIDO;06/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
30/01/2026;30/01/2026;260130-000329;EXTRAVIO ;ABSOLUTA (DIREITOS HUMANOS);D97;SAO PAULO;SP;231862;GRU01;XD DIADEMA;1292413;2174217;SIM;03/02/2026 NOTIFICAÇÃO PARA XD DDA;CARTA ENVIADA;06/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
30/01/2026;31/01/2026;260131-000022;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;RIO DE JANEIRO;RJ;683710;SCB01;CAMILO;14055674;7439463;SIM;03/02/2026 NOTIFICAÇÃO PARA CAMILO;FINALIZADO COMO RESOLVIDO;06/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
02/02/2026;02/02/2026;260202-000422;EXTRAVIO ;ABSOLUTA (DIREITOS HUMANOS);D97;SAO PAULO;SP;684759;SCB01;XD DIADEMA;14068356;7527342;SIM;03/02/2026 NOTIFICAÇÃO PARA XD DDA;FINALIZADO COMO RESOLVIDO;09/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
27/01/2026;02/02/2026;260202-000395;EXTRAVIO ;STEFANINI MOTORS VEICULOS E PECAS LTDA;W25;CAPIVARI;SP;683261;SCB01;ALFA;14050375;7451927 E 7451928;SIM;03/02/2026 NOTIFICAÇÃO PARA ALFA;CARTA ENVIADA;09/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
29/01/2026;02/02/2026;260202-000326;EXTRAVIO ;CODIVE (CAMPINAS);K15;CAMPINAS;SP;231780;GRU01;XD DIADEMA;1292084;2170361;SIM;03/02/2026 NOTIFICAÇÃO PARA XD DDA;CARTA ENVIADA;09/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
30/01/2026;02/02/2026;260202-000324;EXTRAVIO ;CODIVE (CAMPINAS);K15;CAMPINAS;SP;231877;GRU01;XD DIADEMA;1292614;2172798;SIM;03/02/2026 NOTIFICAÇÃO PARA XD DDA;CARTA ENVIADA;09/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
30/01/2026;03/02/2026;260203-000011;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;683874;SCB01;XD DIADEMA;14058678;7487752;SIM;03/02/2026 NOTIFICAÇÃO PARA XD DDA;CARTA ENVIADA;10/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
29/01/2026;03/02/2026;260203-000207;EXTRAVIO ;VESSA (VILA VELHA);B15;VILA VELHA;ES;231467;GRU01;CAMILO;1289980;2149542 e 2149543.;SIM;03/02/2026 NOTIFICAÇÃO PARA CAMILO;FINALIZADO COMO RESOLVIDO;10/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
29/01/2026;03/02/2026;260203-000223;EXTRAVIO ;VESSA (VILA VELHA);B15;VILA VELHA;ES;682520;SCB01;CAMILO;14032309  / 14041119  ;7359384 / 7409911;SIM;03/02/2026 NOTIFICAÇÃO PARA CAMILO;FINALIZADO COMO RESOLVIDO;10/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
02/02/2026;04/02/2026;260204-000033;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;684740;SCB01;XD DIADEMA;14069264;7488024;SIM;03/02/2026 NOTIFICAÇÃO PARA XD DDA;CARTA ENVIADA;11/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
04/02/2026;04/02/2026;260204-000035;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;684740;SCB01;XD DIADEMA;14065145;7517470;SIM;03/02/2026 NOTIFICAÇÃO PARA XD DDA;FINALIZADO COMO RESOLVIDO;11/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
04/02/2026;04/02/2026;260204-000098;EXTRAVIO ;GRAMARCA (VARZEA GRANDE);G22;VARZEA GRANDE;MT;231836;GRU01;CARVALIMA;1292446;2174198;SIM;04/02/2026 NOTIFICAÇÃO PARA CARVALIMA;FINALIZADO COMO RESOLVIDO;11/02/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;Dia a Dia
05/02/2026;05/02/2026;260205-000167;EXTRAVIO ;AMERICAS (BARRA);F34;RIO DE JANEIRO;RJ;232127;GRU01;XD DIADEMA;1293720;183917;SIM;10/02/2026 NOTIFICAÇÃO PARA XD DDA;CARTA ENVIADA;12/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
30/01/2026;05/02/2026;260205-000160;EXTRAVIO ;AMERICAS (BARRA);F34;RIO DE JANEIRO;RJ;231718;GRU01;XD DIADEMA;1291595;2164048;SIM;10/02/2026 NOTIFICAÇÃO PARA XD DDA;CARTA ENVIADA;12/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
06/02/2026;06/02/2026;260206-000341;EXTRAVIO ;COTAC (SUZANO);Y21;SUZANO;SP;232412;GRU01;XD DIADEMA;1294636;2194353;SIM;11/02/2026 NOTIFICAÇÃO PARA XD DDA;CARTA ENVIADA;13/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
07/02/2026;06/02/2026;260206-000329;EXTRAVIO ;VEIBRAS;V43;SÃO JOSE DOS CAMPOS ;SP;684913;SCB01;XD DIADEMA;14051193;80389124;SIM;11/02/2026 NOTIFICAÇÃO PARA XD DDA;CARTA ENVIADA;13/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
29/01/2026;06/02/2026;260206-000266;EXTRAVIO ;CVC (SERRA);L91;SERRA;ES;230766;GRU01;CAMILO;1287893;2129602;SIM;11/02/2026 NOTIFICAÇÃO PARA CAMILO;CARTA ENVIADA;13/02/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
