DT ENTREGA;ABERTURA CH;CHAMADO ORACLE;OCORRÊNCIA;CONCESSIONÁRIA;CÓD.;CIDADE;UF;CTE CEVA;CIA;TRANSPORTADORA;NOTA FISCAL;VOLUME;RESSALVA; RETORNO DO PARCEIRO;AÇÃO SIT ;PRAZO FINAL;STATUS FINAL;STATUS DO CHAMADO ;VENCIMENTO;ACOMPANHAMENTO EXTRAVIO;OBSERVAÇÃO;TEMPO EM ABERTO;REGIÃO;Aging
;16/07/2026;260716-000325;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;718638;SCB01;XD DIADEMA;14466711;9095119;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;FINALIZADO COMO RESOLVIDO;23/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000322;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;717749;SCB01;XD DIADEMA;14461727;87010718, 87010720, 87010723, 87010725, 87010726, 87010727, 87010731, 87010717;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;FINALIZADO COMO RESOLVIDO;23/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000316;EXTRAVIO ;CARRERA (ALPHAVILLE);K18;BARUERI;SP;716760;SCB01;XD DIADEMA;14446054;9023668 / 9028040;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;FINALIZADO COMO RESOLVIDO;23/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000315;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;717749;SCB01;XD DIADEMA;14461560;907359;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000312;EXTRAVIO ;CARRERA (ALPHAVILLE);K18;BARUERI;SP;717565;SCB01;XD DIADEMA;14454955;9052017 / 9052274 / 9052919/ 9052926/9052971/9053109/9053135;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;FINALIZADO COMO RESOLVIDO;23/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000311;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;717749;SCB01;XD DIADEMA;14460483;0009046389,  9046390;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;FINALIZADO COMO RESOLVIDO;23/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000307;EXTRAVIO ;CARRERA (ALPHAVILLE);K18;BARUERI;SP;714258;SCB01;XD DIADEMA;14423896;8902209 / 8902256;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;ENVIAR CARTA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
;16/07/2026;260716-000305;EXTRAVIO ;TUDO (GOIANIA);S16;Goiania;GO;717299;SCB01;XD DIADEMA;14450847;9046995 / 9023193 / 9033257 / 9033258;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
03/08/2026;16/07/2026;260716-000304;EXTRAVIO ;CARRERA (ALPHAVILLE);K18;VARGINHA;MG;717083;SCB01;XD MINAS;14448585;9023550 / 9037064 / 9037134;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;ENVIAR CARTA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
10/07/2026;16/07/2026;260716-000260;EXTRAVIO ;NOVA (RIO PRETO);R07;Sao Jose do Rio Preto;SP;717795;SCB01;XD DIADEMA;14462467;9076731 / 9076735 / 9076732 / 9076736;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;FINALIZADO COMO RESOLVIDO;23/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
14/07/2026;16/07/2026;260716-000248;EXTRAVIO ;CARRERA (OSASCO);J63;OSASCO;SP;715099;SCB01;XD DIADEMA;14432816;TOTAL;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
16/07/2026;16/07/2026;260716-000245;EXTRAVIO ;GURIVEL (PIANNA SAO MATEUS);J97;SAO MATEUS;ES;715927;SCB01;CAMILO;14437088;8856056;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;ENVIAR CARTA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
16/07/2026;16/07/2026;260716-000242;EXTRAVIO ;GURIVEL (PIANNA SAO MATEUS);J97;SAO MATEUS;ES;715927;SCB01;CAMILO;14439783;8995296;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;ENVIAR CARTA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
09/07/2026;16/07/2026;260716-000218;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;BELO HORIZONTE;MG;716292;SCB01;XD MINAS;14440911;TOTAL;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
08/07/2026;16/07/2026;260716-000217;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;BELO HORIZONTE;MG;715443;SCB01;XD MINAS;14436325;0008957032 / 0008989683 / 0008990161;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
08/07/2026;16/07/2026;260716-000203;EXTRAVIO ;TUDO (GOIANIA);S16;Goiania;GO;716264;SCB01;XD DIADEMA;14438869;8993338;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
;16/07/2026;260716-000202;EXTRAVIO ;TUDO (GOIANIA);S16;Goiania;GO;716662;SCB01;XD DIADEMA;14422468;8906596 / 9023163;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;ENVIAR CARTA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
16/07/2026;16/07/2026;260716-000184;EXTRAVIO ;ASPEN (BARRA MANSA);B05;Barra Mansa;RJ;711280;SCB01;CAMILO;14356716/14356715/14390717/14390720;TOTAL;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
15/07/2026;16/07/2026;260716-000163;EXTRAVIO ;AUTUS (AFONSO PENA);X44;UBERLENDIA;MG;713647;SCB01;XD MINAS;14407136 / 14420095  / 14419747 / 14419748 / 14419407 ;8829047 / 8829048 / 8829049 / 8892266 / 8892556 / 8887669 / 8888132;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
06/07/2026;16/07/2026;260716-000104;EXTRAVIO ;TUDO (GOIANIA);S16;Goiania;GO;715916;SCB01;XD DIADEMA;14433138;8938201 / 8938203;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
09/07/2026;16/07/2026;260716-000100;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;BELO HORIZONTE;MG;714228;SCB01;XD MINAS;14421858;TOTAL;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000095;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;717749;SCB01;XD DIADEMA;14453974;09057171, 9057235;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;FINALIZADO COMO RESOLVIDO;23/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000091;EXTRAVIO ;NOVA (RIBEIRAO PRETO);N17;RIBEIRAO PRETO;SP;719097;SCB01;OPERAÇÃO SOR;14466949;9089039;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
02/07/2026;16/07/2026;260716-000090;EXTRAVIO ;TUDO (GOIANIA);S16;Goiania;GO;713954;SCB01;XD DIADEMA;14421650;8900097;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000086;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;717749;SCB01;XD DIADEMA;14454782;0009046801, 0009046802;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;FINALIZADO COMO RESOLVIDO;23/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000080;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;717749;SCB01;XD DIADEMA;14461726;87010699, 87010700, 87010703, 87010704, 87010705, 87010707, 87010708, 87010709, 87010710, 87010714;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;FINALIZADO COMO RESOLVIDO;23/07/2026;LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
08/07/2026;16/07/2026;260716-000076;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;BELO HORIZONTE;MG;713967;SCB01;XD MINAS;14423743;0008902151 / 0008902314 / 0008902321 / 0008902343;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
01/07/2026;16/07/2026;260716-000071;EXTRAVIO ;TUDO (GOIANIA);S16;Goiania;GO;714680;SCB01;XD DIADEMA;14427065;8913890 / 8914091 / 8914092;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
;16/07/2026;260716-000069;EXTRAVIO ;SUPREMA;S47;Assis;SP;714399;SCB01;ALFA;14418526;8881067;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000067;EXTRAVIO ;NOVA (RIBEIRAO PRETO);N17;RIBEIRAO PRETO;SP;719097;SCB01;OPERAÇÃO SOR;14471131; 9063153 , 9363154 e 9063155;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000063;EXTRAVIO ;JORLAN (GOIANIA);J23;GOIANIA;GO;717749;SCB01;XD DIADEMA;14461356;0009073539, 9073540, 9073541, 9073543;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
;16/07/2026;260716-000061;EXTRAVIO ;SUPREMA;S47;Assis;SP;714399;SCB01;ALFA;14417599;8881281;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
01/07/2026;16/07/2026;260716-000060;EXTRAVIO ;TUDO (GOIANIA);S16;Goiania;GO;714138;SCB01;XD DIADEMA;14422371;89011670 / 89011671 / 89011672 / 8913433 / 8913434/ 8913435/ 8913436 / 8913437 / 8913700;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000038;EXTRAVIO ;AUTUS (AFONSO PENA);X44;UBERLENDIA;MG;713974;SCB01;XD MINAS;14422668 / 14423420 / ;8903807 / 8202496  / 8902500 ;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000036;EXTRAVIO ;SULPAVE;S54;REGISTRO;SP;717133;SCB01;XD DIADEMA;14446954;9028199;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000035;EXTRAVIO ;SULPAVE;S54;REGISTRO;SP;717133;SCB01;XD DIADEMA;14447912;9023441;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000033;EXTRAVIO ;SULPAVE;S54;REGISTRO;SP;717133;SCB01;XD DIADEMA;14447790;9023905;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
15/07/2026;16/07/2026;260716-000029;EXTRAVIO ;SULPAVE;S54;REGISTRO;SP;717133;SCB01;XD DIADEMA;14451023;9037563  / 9037564  ;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
06/07/2026;16/07/2026;260716-000026;EXTRAVIO ;TUDO (GOIANIA);S16;Goiania;GO;715229;SCB01;XD DIADEMA;14434473;8954919 / 8955103;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;23/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
08/07/2026;17/07/2026;260717-000057;EXTRAVIO ;ACCIOLY BARAO DE LIMEIRA;A50;BELO HORIZONTE;MG;714731;SCB01;XD MINAS;14428512;8920106;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
14/07/2026;17/07/2026;260717-000053;EXTRAVIO ;NOVA (BELEM) - PECAS;N43;SÃO PAULO;SP;715073;SCB01;XD DIADEMA;14432098;8919871;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
16/07/2026;17/07/2026;260717-000082;EXTRAVIO ;MCV (MANHUACU);C48;MANHUACU;MG;713703;SCB01;XD DIADEMA;14420139;2 volumes faltantes no ato da entrega .;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;ENVIAR CARTA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;Dia a Dia
17/07/2026;17/07/2026;260717-000086;EXTRAVIO ;AUTUS (AFONSO PENA);X44;ARAXA;MG;714580;SCB01;XD DIADEMA;14429171;8920532;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;ENVIAR CARTA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
16/07/2026;17/07/2026;260717-000085;EXTRAVIO ;ABSOLUTA (SANTOS);J07;PRAIA GRANDE;SP;716074;SCB01;XD DIADEMA;14435797;8985331 / 8985332 / 8985333 / 8985334 / 8985335 / 8985336 / 8985337 / 8985338 / 8985339 / 8985340 / 8985341 / 8985342 / 8985343 / 8985344 / 8985345 / 8985346 / 8985347 / 8985348 / 8985349 / 8985350;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
16/07/2026;17/07/2026;260717-000109;EXTRAVIO ;NOVA (BELEM) - PECAS;N43;SÃO PAULO;SP;719576;SCB01;XD DIADEMA;14483122;9143917;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
13/07/2026;17/07/2026;260717-000125;EXTRAVIO ;NOVA (BELEM) - PECAS;N43;SÃO PAULO;SP;715498;SCB01;XD DIADEMA;14437567;8989455;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
20/07/2026;17/07/2026;260717-000144;EXTRAVIO ;GRAMARCA (VARZEA GRANDE);G22;VARZEA GRANDE;MT;718800;SCB01;XD DIADEMA;14472713;9111597;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;ENVIAR CARTA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
13/07/2026;17/07/2026;260717-000143;EXTRAVIO ;NOVA (BELEM) - PECAS;N43;SÃO PAULO;SP;715498;SCB01;XD DIADEMA;14437566;8989455 / ;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
17/07/2026;17/07/2026;260717-000151;EXTRAVIO ;GRANDE MINAS (PAMPULHA);F51;CONTAGEM;MG;716887;SCB01;XD MINAS;14446667 / NF14447216;9023834  / 9024112 ;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
17/07/2026;17/07/2026;260717-000154;EXTRAVIO ;GRANDE MINAS (PAMPULHA);F51;CONTAGEM;MG;715338;SCB01;XD MINAS;14436204 14436205;8957031;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
16/07/2026;17/07/2026;260717-000188;EXTRAVIO ;AUTUS (AFONSO PENA);X44;UBERLANDIA;MG;714926;SCB01;XD DIADEMA;14429283;8920689  / 8920896 ;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
16/07/2026;17/07/2026;260717-000206;EXTRAVIO ;AUTUS (AFONSO PENA);X44;UBERLANDIA;MG;715799;SCB01;XD DIADEMA;14438083 / 14439312 ;8989898  / 8989899  / 8998495 ;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
16/07/2026;17/07/2026;260717-000221;EXTRAVIO ;AUTUS (AFONSO PENA);X44;UBERLANDIA;MG;715156;SCB01;XD DIADEMA;14431901/ 14435316  / 14435266  / 14433172 ;8709702 / 8709776 / 8956818 / 8956819 /  8956837 / 8956839 / 8956840 / 8956841 / 8956842 / 8956843;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
13/07/2026;17/07/2026;260717-000228;EXTRAVIO ;NOVA (BELEM) - PECAS;N43;SÃO PAULO;SP;715498;SCB01;XD DIADEMA;14436390;8956895;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
13/07/2026;17/07/2026;260717-000230;EXTRAVIO ;NOVA (BELEM) - PECAS;N43;SÃO PAULO;SP;715498;SCB01;XD DIADEMA;14436390;8956896;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
16/07/2026;17/07/2026;260717-000243;EXTRAVIO ;AUTUS (AFONSO PENA);X44;UBERLANDIA;MG;714581;SCB01;XD DIADEMA;14428785 / 14428833  / 14429202 ;8921389 / 8920011/ 8920069;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
17/07/2026;17/07/2026;260717-000247;EXTRAVIO ;NOVA (RIBEIRAO PRETO);N17;RIBEIRAO PRETO;SP;719820;SCB01;OPERAÇÃO SOR;14481236;9143109;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
27/07/2026;17/07/2026;260717-000253;EXTRAVIO ;GRAMARCA (VARZEA GRANDE);G22;VARZEA GRANDE;MT;718799;SCB01;XD DIADEMA;14470593;9102454;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;ENVIAR CARTA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
27/07/2026;17/07/2026;260717-000255;EXTRAVIO ;GRAMARCA (VARZEA GRANDE);G22;VARZEA GRANDE;MT;718799;SCB01;XD DIADEMA;14470309;9102527;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;ENVIAR CARTA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;CO;BACKLOG 22.06_23.07
16/07/2026;17/07/2026;260717-000268;EXTRAVIO ;AUTUS (AFONSO PENA);X44;UBERLANDIA;MG;717070;SCB01;XD DIADEMA;14450272 / 14450273 / 14450275 /14450556  / 14450587  / 14450641  / 14451127 / 14451130 ;9037821 / 9037099 / 9037100 / 9037506 / 9037224 / 9037245 / 9037361;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
16/07/2026;17/07/2026;260717-000277;EXTRAVIO ;AUTUS (AFONSO PENA);X44;UBERLANDIA;MG;715419;SCB01;XD DIADEMA;14437406;8989468 / 8989469 / 8989476 / 8989477 / 8989478 / 8989484;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
17/07/2026;17/07/2026;260717-000293;EXTRAVIO ;SULPAVE;S54;REGISTRO;SP;717874;SCB01;XD DIADEMA;14459093;9064887;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
17/07/2026;17/07/2026;260717-000303;EXTRAVIO ;SULPAVE;S54;REGISTRO;SP;717874;SCB01;XD DIADEMA;14458905;9052383;SIM;NOTIFICAÇÃO ENVIADA VIA PLANILHA POR CONTA DA ALTA DEMANDA;CARTA ENVIADA;24/07/2026;NÃO LOCALIZADO;FINALIZADO;FINALIZADO;;;-;Sudeste;BACKLOG 22.06_23.07
